Status,Progress,Duration (in seconds),Finished,DistributionChannel,UserLanguage,versuchsleitung,bedingung,einwilligung,codeword,sr_know1,sr_know2,test_know1,test_know2,test_know3,test_know4,test_know5,test_know6,test_know7,test_know8,test_know9,test_know10,test_know11,se_test1,se_test2,se_intro2,se1,se2,se3,se4,se5,se6,se7,se8,se9,se10,se11,se12,ac3,VL_kontaktiert,gender,age,ac1,edu,employ,employ_7_TEXT,SHD,SHD_1_TEXT,ExpertiseSMD,ExpertisePrivacyCS,ExperienceAR,sys_trust1,sys_trust2,sys_trust3,sys_trust4,sys_trust5,sys_trust6,sys_trust7,sys_trust8,sys_trust9,sys_trust10,sys_trust11,sys_trust12,symb_trust1,symb_trust2,symb_trust3,symb_trust4,symb_trust5,sa1,sa2,sa3,sa4,sa5,sa6,ac2,anmerkung_nachfrage,anmerkung_nachfrage_2_TEXT,anmerkung_sonstiges,anmerkung_sonstiges_2_TEXT,FL_31_DO,FL_24_DO,FL_26_DO,FL_15_DO,FL_17_DO,PerceivedKnowledge_DO,TestedKnowledge_DO,Self-Efficacy_DO,Demographie_DO,SystemTrust_DO,SymbolTrust_DO,SafetyAttitude_DO
0,100,3273,1,anonymous,DE,1,5,1,IC13RF4,2,2,4,"3,4",4,1,"1,2",1,"1,4","1,3","1,2,3","1,4",3,7,1,-99,4,7,7,5,7,7,6,6,6,6,6,6,1,NA,2,29,1,6,1,-99,1,Saugroboter,2,3,2,5,5,5,5,2,4,5,6,5,5,5,5,6,5,5,5,6,4,4,4,2,4,3,5,1,-99,2,"ProbandIn hat zunächst nicht gesehen, dass die Geräte in der App angezeigt werden, nachdem man den QR Code gescannt hatte.",NA,NA,NA,FL_17|Demographie,Self-Efficacy|SymbolTrust|TestedKnowledge|PerceivedKnowledge|SystemTrust|SafetyAttitude,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know3|test_know6|test_know8|test_know1|test_know10|test_know7|test_know4|test_know5|test_know2|test_know9|test_know11,se_intro1|se_test1|se_test2|se_intro2|se10|se9|ac3|se8|se7|se6|se11|se1|se2|se5|se3|se4|se12,gender|employ|age|edu|ac1|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust6|sys_trust12|sys_trust4|sys_trust2|sys_trust1|sys_trust3|sys_trust9|sys_trust5|sys_trust7|sys_trust8|sys_trust11|sys_trust10,sym_trust_into|symb_trust4|symb_trust1|symb_trust5|symb_trust2|symb_trust3,sa_intro|sa5|sa6|ac2|sa2|sa3|sa4|sa1
0,100,5767,1,anonymous,DE,1,5,1,LE20NE1,2,2,4,"3,4","4,5","1,3","1,2",1,"1,4",3,"2,3","1,2,4","2,3",6,2,-99,5,7,6,5,6,5,4,6,4,2,7,7,1,NA,2,21,1,6,4,-99,2,-99,2,3,2,3,1,1,3,5,1,7,1,3,2,4,2,1,1,5,2,1,2,3,1,1,2,1,5,2,"Die Aufgabe 5, lösche personenbezogene Daten der innogy Cloud, wurde gemacht, aber nicht als gemacht gekennzeichnet/grün durchgestrichen. Aufgabe musste ""übersprungen"" werden.",2,"Versuchsleitung hat insgesamt 3x geholfen, d.h. ist mitgekommen, um sich das Problem anzuhören und hat Hinweise gegeben, wo etwas zu finden ist.",NA,NA,NA,Demographie|FL_17,SafetyAttitude|TestedKnowledge|SymbolTrust|Self-Efficacy|PerceivedKnowledge|SystemTrust,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know10|test_know5|test_know8|test_know6|test_know4|test_know1|test_know9|test_know2|test_know7|test_know3|test_know11,se_intro1|se_test1|se_test2|se_intro2|se10|se12|se5|se2|se9|se3|ac3|se8|se4|se1|se11|se6|se7,age|edu|gender|ac1|employ|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust10|sys_trust2|sys_trust1|sys_trust6|sys_trust12|sys_trust9|sys_trust8|sys_trust3|sys_trust4|sys_trust11|sys_trust7|sys_trust5,sym_trust_into|symb_trust5|symb_trust4|symb_trust3|symb_trust2|symb_trust1,sa_intro|sa2|sa6|ac2|sa1|sa4|sa5|sa3
0,100,6642,1,anonymous,DE,1,4,1,AM01YA0,2,2,"1,3",4,4,1,"1,2",4,1,1,3,4,3,7,4,-99,3,6,6,4,4,6,4,5,3,6,5,7,1,NA,1,33,1,6,4,-99,1,Kühlschrank,2,1,2,4,4,3,6,3,5,5,6,5,5,5,5,3,3,2,3,3,3,4,4,4,4,4,5,1,-99,2,"VPN konnte einige Aufgaben nicht erfüllen, weil nicht ""Sachen"" nicht aufploppten/angezeigt wurden. Die Vermutung wurde angestellt, dass manche Aufgaben gar nicht erst ausführbar sind bzw. dass die App Fehler haben sollte.",PerceivedKnowledge|Self-Efficacy|TestedKnowledge,Demographie|FL_26,SymbolTrust|SystemTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know7|test_know4|test_know9|test_know10|test_know6|test_know2|test_know5|test_know3|test_know1|test_know11|test_know8,se_intro1|se_test1|se_test2|se_intro2|se6|se7|se8|se2|se4|ac3|se5|se3|se11|se10|se9|se1|se12,age|employ|ac1|gender|edu|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust8|sys_trust4|sys_trust2|sys_trust5|sys_trust12|sys_trust7|sys_trust10|sys_trust1|sys_trust6|sys_trust11|sys_trust9|sys_trust3,sym_trust_into|symb_trust5|symb_trust3|symb_trust4|symb_trust1|symb_trust2,sa_intro|sa4|sa5|sa2|sa1|sa3|ac2|sa6
0,100,10297,1,anonymous,DE,1,1,1,YE15UM4,3,2,3,"3,4","4,5",1,2,3,1,3,"1,3",4,"3,4",7,1,-99,5,4,7,2,5,3,4,6,3,1,7,4,1,NA,2,18,1,5,7,Schülerin,1,"Hausassistenten/Smart Hub, Smart-Home TV",2,3,2,7,6,3,7,5,1,5,7,7,7,7,7,1,2,2,1,1,4,4,1,3,5,3,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know7|test_know1|test_know5|test_know2|test_know3|test_know10|test_know4|test_know8|test_know11|test_know9|test_know6,se_intro1|se_test1|se_test2|se_intro2|se6|ac3|se10|se2|se8|se3|se11|se9|se4|se12|se1|se7|se5,ac1|edu|employ|age|gender|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust5|sys_trust6|sys_trust7|sys_trust10|sys_trust4|sys_trust1|sys_trust9|sys_trust8|sys_trust2|sys_trust12|sys_trust3|sys_trust11,sym_trust_into|symb_trust4|symb_trust1|symb_trust3|symb_trust2|symb_trust5,sa_intro|ac2|sa5|sa6|sa4|sa2|sa1|sa3
0,100,3108,1,anonymous,DE,1,5,1,HI10EN1,2,2,"1,2","3,4",4,"1,3","1,2,4",1,"1,4","1,3","1,2,3","1,4","3,4",7,4,-99,6,5,6,6,5,4,4,6,3,5,6,6,1,NA,2,22,1,7,4,-99,2,-99,2,3,2,5,3,4,4,2,2,6,5,5,5,4,5,2,3,3,3,1,2,3,3,1,3,3,5,1,-99,2,hat sich nicht getraut die Firmware upzudaten; hat nicht gefunden wie man die innogy cloud mit dem Fernseher verbindet; daher beides mal die Aufgabe übersprungen,NA,NA,NA,FL_17|Demographie,SymbolTrust|Self-Efficacy|SystemTrust|PerceivedKnowledge|TestedKnowledge|SafetyAttitude,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know3|test_know7|test_know5|test_know2|test_know11|test_know8|test_know4|test_know1|test_know9|test_know10|test_know6,se_intro1|se_test1|se_test2|se_intro2|se6|se5|se7|se3|ac3|se12|se2|se9|se8|se10|se1|se11|se4,employ|gender|edu|ac1|age|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust11|sys_trust7|sys_trust1|sys_trust8|sys_trust3|sys_trust10|sys_trust4|sys_trust9|sys_trust12|sys_trust2|sys_trust5|sys_trust6,sym_trust_into|symb_trust1|symb_trust4|symb_trust3|symb_trust5|symb_trust2,sa_intro|sa6|ac2|sa2|sa3|sa4|sa5|sa1
0,100,2373,1,anonymous,DE,4,3,1,JÖ23KE8,3,3,"1,2,3","3,4",4,1,"1,2,4",1,"1,4","1,2,3","1,3","1,4","3,4",7,7,-99,4,5,6,5,7,7,2,7,2,4,3,7,1,NA,1,24,1,7,4,-99,2,-99,1,3,1,4,5,3,3,3,5,5,7,5,4,4,5,2,3,3,2,2,4,2,2,3,2,4,5,1,-99,2,Versuchsleitung musste auf Rauchmelder nach längerer Suchzeit hinweisen,TestedKnowledge|PerceivedKnowledge|Self-Efficacy,Demographie|FL_26,SafetyAttitude|SymbolTrust|SystemTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know7|test_know6|test_know4|test_know10|test_know5|test_know8|test_know2|test_know1|test_know11|test_know9|test_know3,se_intro1|se_test1|se_test2|se_intro2|se3|se12|se1|se7|se10|se5|se9|se11|ac3|se6|se4|se8|se2,gender|ac1|edu|employ|age|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust7|sys_trust11|sys_trust6|sys_trust8|sys_trust9|sys_trust10|sys_trust12|sys_trust2|sys_trust5|sys_trust3|sys_trust1|sys_trust4,sym_trust_into|symb_trust2|symb_trust1|symb_trust4|symb_trust3|symb_trust5,sa_intro|ac2|sa6|sa2|sa5|sa1|sa4|sa3
0,100,3860,1,anonymous,DE,1,4,1,ON21TY2,2,2,1,4,5,1,2,1,1,1,1,4,3,7,2,-99,5,3,5,2,5,6,3,6,3,6,4,4,1,NA,2,31,1,7,2,-99,2,-99,2,3,1,3,2,2,3,3,4,5,4,3,3,3,2,4,3,5,4,4,3,3,3,2,2,3,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SystemTrust|SymbolTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know8|test_know9|test_know2|test_know1|test_know6|test_know4|test_know5|test_know7|test_know3|test_know10|test_know11,se_intro1|se_test1|se_test2|se_intro2|se7|se2|se3|se4|ac3|se9|se11|se1|se8|se12|se10|se5|se6,age|edu|ac1|gender|employ|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust2|sys_trust3|sys_trust12|sys_trust10|sys_trust4|sys_trust1|sys_trust11|sys_trust6|sys_trust7|sys_trust9|sys_trust5|sys_trust8,sym_trust_into|symb_trust3|symb_trust4|symb_trust1|symb_trust2|symb_trust5,sa_intro|sa1|ac2|sa3|sa2|sa6|sa4|sa5
0,100,4778,1,anonymous,DE,1,5,1,SA20NE2,3,2,"1,2,3",3,4,"1,3","2,4",1,"1,4",3,"2,3","1,4","3,4",7,1,-99,5,7,7,3,6,7,3,4,2,3,7,5,1,NA,2,20,1,6,4,-99,1,"Leuchten, Türschloss, Sicherheitskamera",2,3,1,6,6,6,7,6,6,7,6,5,5,7,5,1,1,6,1,1,4,3,3,4,3,2,5,2,"App hat sich aufgehangen, einmal vor letzter Aufgabe, einmal nach letztere Aufgabe vor ""Sudie beenden""-Button",2,Wechsel Versuchsleitung auf LJ nach App-Teil,NA,NA,NA,FL_17|Demographie,PerceivedKnowledge|SystemTrust|TestedKnowledge|SymbolTrust|SafetyAttitude|Self-Efficacy,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know5|test_know6|test_know4|test_know2|test_know9|test_know3|test_know8|test_know1|test_know7|test_know10|test_know11,se_intro1|se_test1|se_test2|se_intro2|se6|se5|se11|se3|ac3|se12|se10|se9|se2|se7|se8|se4|se1,employ|gender|ac1|age|edu|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust2|sys_trust6|sys_trust7|sys_trust9|sys_trust11|sys_trust4|sys_trust8|sys_trust3|sys_trust12|sys_trust10|sys_trust5|sys_trust1,sym_trust_into|symb_trust4|symb_trust1|symb_trust5|symb_trust2|symb_trust3,sa_intro|sa3|sa2|ac2|sa6|sa5|sa4|sa1
0,100,105,1,anonymous,DE,4,1,1,testtes,3,2,2,3,4,3,2,1,4,2,2,1,2,7,7,-99,2,7,4,4,5,6,7,6,5,5,1,5,4,NA,2,22,2,6,2,-99,2,-99,2,3,1,4,5,6,5,6,6,2,2,3,5,7,5,3,4,1,2,4,4,3,4,2,4,2,1,1,-99,2,Test vom Fragebogen,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SafetyAttitude|SymbolTrust|SystemTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know3|test_know8|test_know2|test_know11|test_know6|test_know7|test_know4|test_know5|test_know1|test_know9|test_know10,se_intro1|se_test1|se_test2|se_intro2|se6|se10|se8|ac3|se7|se1|se12|se4|se3|se11|se9|se5|se2,age|ac1|gender|employ|edu|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust11|sys_trust7|sys_trust5|sys_trust8|sys_trust9|sys_trust10|sys_trust2|sys_trust6|sys_trust3|sys_trust4|sys_trust1|sys_trust12,sym_trust_into|symb_trust5|symb_trust4|symb_trust3|symb_trust1|symb_trust2,sa_intro|sa4|sa1|ac2|sa2|sa5|sa3|sa6
0,100,2850,1,anonymous,DE,1,3,1,AR15UM4,2,2,"1,3","3,4","2,4",1,"2,4","1,3","1,4","2,3","2,3","1,4",3,7,2,-99,4,5,7,7,6,3,6,6,4,3,6,7,1,NA,2,18,1,5,7,Schülerin,1,"Hausassistenten/Smart Hub, Smart-Home TV",2,3,2,6,5,6,6,3,4,6,6,6,6,6,6,5,5,5,4,3,4,4,2,3,4,4,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SystemTrust|SymbolTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know7|test_know6|test_know9|test_know11|test_know5|test_know10|test_know4|test_know8|test_know2|test_know3|test_know1,se_intro1|se_test1|se_test2|se_intro2|se8|ac3|se6|se3|se7|se12|se4|se10|se1|se5|se9|se2|se11,age|gender|edu|employ|ac1|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust5|sys_trust3|sys_trust7|sys_trust12|sys_trust10|sys_trust11|sys_trust4|sys_trust9|sys_trust2|sys_trust1|sys_trust8|sys_trust6,sym_trust_into|symb_trust2|symb_trust1|symb_trust3|symb_trust4|symb_trust5,sa_intro|sa2|sa1|sa4|sa6|sa3|sa5|ac2
0,100,3081,1,anonymous,DE,1,2,1,UR17EN9,2,2,"1,3","3,4",4,"1,3","2,4",3,1,3,"1,3","1,4",2,7,3,-99,6,4,4,5,5,5,3,4,4,3,5,5,1,NA,2,33,4,1,4,-99,2,-99,1,1,2,4,6,3,3,3,3,2,2,3,7,6,4,3,2,3,5,1,4,1,3,3,2,3,2,2,App ist abgestürzt und vor und nach den Videos wurde die Symbole ausgeblendet und man konnte nicht mehr mit den Geräten interagieren,2,Abbruch wegen der App-Probleme; hat nur Fragebogenteil 1 selbst ausgefüllt,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SystemTrust|SafetyAttitude|SymbolTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know1|test_know6|test_know9|test_know8|test_know2|test_know11|test_know3|test_know10|test_know7|test_know5|test_know4,se_intro1|se_test1|se_test2|se_intro2|se2|se9|ac3|se1|se4|se3|se10|se5|se8|se12|se11|se6|se7,age|gender|ac1|edu|employ|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust12|sys_trust2|sys_trust11|sys_trust10|sys_trust8|sys_trust4|sys_trust3|sys_trust1|sys_trust9|sys_trust7|sys_trust6|sys_trust5,sym_trust_into|symb_trust1|symb_trust5|symb_trust2|symb_trust4|symb_trust3,sa_intro|sa3|sa2|ac2|sa1|sa4|sa6|sa5
0,100,3512,1,anonymous,DE,4,3,1,AD02NG8,3,2,1,"3,4",4,"1,4","1,2,4",1,"1,4","1,3","1,2,3","1,4","3,4",7,5,-99,6,2,5,4,3,2,2,4,4,6,6,6,1,1,2,24,1,6,4,-99,2,-99,2,3,1,1,3,2,3,2,6,4,6,2,3,5,4,2,4,4,4,2,3,2,2,3,3,2,5,1,-99,2,Bedingung 3,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,FL_26|Demographie,SafetyAttitude|SystemTrust|SymbolTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know11|test_know4|test_know3|test_know7|test_know2|test_know10|test_know1|test_know9|test_know8|test_know5|test_know6,se_intro1|se_test1|se_test2|se_intro2|se6|ac3|se11|se10|se4|se5|se9|se2|se12|se3|se8|se1|se7,edu|ac1|age|employ|gender|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust3|sys_trust1|sys_trust4|sys_trust8|sys_trust2|sys_trust5|sys_trust12|sys_trust10|sys_trust6|sys_trust9|sys_trust7|sys_trust11,sym_trust_into|symb_trust4|symb_trust5|symb_trust2|symb_trust1|symb_trust3,sa_intro|sa3|sa5|sa6|sa4|ac2|sa2|sa1
0,100,2645,1,anonymous,DE,2,5,1,AR03UM9,2,2,"1,3","3,4",4,1,"1,2,4",1,"1,4","1,3","1,3","1,4",3,7,2,-99,7,6,6,5,4,5,7,4,5,6,7,6,1,1,2,24,1,7,4,-99,2,-99,2,3,2,5,6,6,6,4,5,5,7,6,6,4,4,5,4,5,5,3,3,5,5,3,3,4,5,1,-99,2,Probedurchlauf,NA,NA,NA,Demographie|FL_17,Self-Efficacy|PerceivedKnowledge|SafetyAttitude|SystemTrust|TestedKnowledge|SymbolTrust,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know7|test_know11|test_know2|test_know9|test_know5|test_know8|test_know3|test_know1|test_know6|test_know4|test_know10,se_intro1|se_test1|se_test2|se_intro2|ac3|se10|se6|se7|se3|se1|se9|se11|se4|se8|se5|se2|se12,edu|gender|age|ac1|employ|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust1|sys_trust12|sys_trust4|sys_trust8|sys_trust7|sys_trust3|sys_trust10|sys_trust6|sys_trust5|sys_trust2|sys_trust9|sys_trust11,sym_trust_into|symb_trust2|symb_trust3|symb_trust4|symb_trust1|symb_trust5,sa_intro|sa5|sa1|sa6|sa2|sa3|ac2|sa4
0,100,4508,1,anonymous,DE,1,2,1,EL19NE9,2,2,"1,2","3,4",4,"1,3","1,2,4",1,2,3,3,"1,4","1,3",7,2,-99,3,3,4,2,4,5,5,3,2,5,5,4,1,1,2,23,1,6,2,-99,2,-99,2,3,2,5,5,4,4,4,2,5,5,5,5,4,4,3,4,4,3,3,3,2,2,2,2,2,5,1,-99,1,-99,TestedKnowledge|PerceivedKnowledge|Self-Efficacy,Demographie|FL_26,SafetyAttitude|SystemTrust|SymbolTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know1|test_know11|test_know10|test_know4|test_know2|test_know3|test_know7|test_know9|test_know6|test_know8|test_know5,se_intro1|se_test1|se_test2|se_intro2|se6|se4|se8|se7|se9|se11|ac3|se5|se3|se2|se1|se12|se10,age|ac1|gender|employ|edu|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust6|sys_trust7|sys_trust9|sys_trust1|sys_trust12|sys_trust3|sys_trust2|sys_trust10|sys_trust11|sys_trust4|sys_trust8|sys_trust5,sym_trust_into|symb_trust3|symb_trust1|symb_trust2|symb_trust5|symb_trust4,sa_intro|sa3|sa4|sa2|sa5|sa6|ac2|sa1
0,52,18,0,anonymous,DE,4,5,1,Testtes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Demographie|FL_17,NA,NA,NA,NA,edu|age|ac1|employ|gender|SHD|ExperienceAR|ExpertiseSMD|ExpertisePrivacyCS,NA,NA,NA
0,100,8361,1,anonymous,DE,1,1,1,IN07LD4,3,2,"1,2,3","3,4",4,1,"1,2","2,4","1,4","1,3","1,2,3","1,4","1,3,4",7,7,-99,5,6,6,4,4,6,6,5,4,7,7,5,1,1,1,29,1,7,4,-99,2,-99,1,3,1,3,4,2,5,2,5,5,7,6,6,3,6,5,4,4,5,5,4,2,2,4,4,4,5,2,innogy cloud wurde auf dem Boden angezeigt mitten im Raum.,1,-99,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,Demographie|FL_26,SystemTrust|SafetyAttitude|SymbolTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know4|test_know7|test_know9|test_know2|test_know11|test_know3|test_know5|test_know6|test_know8|test_know10|test_know1,se_intro1|se_test1|se_test2|se_intro2|se6|se11|se7|se8|se9|se1|se4|se2|ac3|se12|se10|se5|se3,edu|gender|ac1|age|employ|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust4|sys_trust6|sys_trust7|sys_trust11|sys_trust1|sys_trust10|sys_trust12|sys_trust5|sys_trust3|sys_trust9|sys_trust2|sys_trust8,sym_trust_into|symb_trust4|symb_trust2|symb_trust3|symb_trust1|symb_trust5,sa_intro|sa6|ac2|sa2|sa1|sa5|sa4|sa3
0,100,6872,1,anonymous,DE,1,2,1,AD05UM8,2,1,"1,2,3","3,4",4,1,"1,4",4,4,1,"1,2,3","1,4","1,3",7,2,-99,2,5,2,1,3,4,1,5,1,5,4,5,1,1,2,25,1,6,4,-99,2,-99,2,3,2,3,5,2,2,2,5,6,2,4,3,2,3,2,1,5,2,1,1,1,2,1,2,1,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,Demographie|FL_26,SystemTrust|SymbolTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know2|test_know9|test_know10|test_know3|test_know1|test_know11|test_know6|test_know8|test_know4|test_know7|test_know5,se_intro1|se_test1|se_test2|se_intro2|ac3|se9|se11|se3|se12|se1|se10|se5|se4|se7|se6|se8|se2,age|edu|ac1|gender|employ|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust9|sys_trust7|sys_trust10|sys_trust6|sys_trust1|sys_trust2|sys_trust3|sys_trust8|sys_trust11|sys_trust4|sys_trust5|sys_trust12,sym_trust_into|symb_trust1|symb_trust3|symb_trust4|symb_trust5|symb_trust2,sa_intro|sa4|sa1|ac2|sa5|sa6|sa3|sa2
0,100,4466,1,anonymous,DE,1,1,1,MK28SS4,3,2,"1,2,3","3,4",4,1,"1,2,4",1,1,"1,2","1,3","1,4","3,4",7,2,-99,7,7,6,2,5,2,5,7,4,7,7,7,1,1,2,28,1,7,1,-99,1,"intelligentes Thermostat, vernetzte Leuchten, intelligente Steckdosen, intelligente Kamera",2,3,2,6,6,6,7,1,7,6,7,7,4,6,4,4,3,3,5,3,3,5,5,2,4,4,5,1,-99,2,"FB zu Vertrauen zur App: welche App ist gemeint? AR-App: am Anfang unklar vergessen, dass es eine AR Applikation ist.",PerceivedKnowledge|TestedKnowledge|Self-Efficacy,Demographie|FL_26,SafetyAttitude|SymbolTrust|SystemTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know6|test_know9|test_know3|test_know7|test_know2|test_know5|test_know10|test_know1|test_know8|test_know11|test_know4,se_intro1|se_test1|se_test2|se_intro2|se7|se2|se4|se1|se8|se3|se11|se10|se9|ac3|se6|se5|se12,gender|age|edu|employ|ac1|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust2|sys_trust4|sys_trust10|sys_trust12|sys_trust6|sys_trust8|sys_trust1|sys_trust5|sys_trust3|sys_trust11|sys_trust7|sys_trust9,sym_trust_into|symb_trust1|symb_trust2|symb_trust5|symb_trust4|symb_trust3,sa_intro|sa2|sa1|sa4|sa3|ac2|sa5|sa6
0,100,4035,1,anonymous,DE,1,4,1,ER07NE2,3,3,"1,2,3","3,4",4,1,"1,2,4",1,1,"1,2,3","2,3","1,4","3,4",7,6,-99,6,4,7,4,4,7,5,6,5,5,5,5,1,1,1,30,1,7,1,-99,1,"vernetzte Leuchten, intelligente Steckdosen, Home Assistant, Thermometer",1,1,1,6,7,3,7,6,6,6,7,7,5,6,6,4,4,4,4,4,5,5,5,5,5,5,5,2,Router war in der AR verrutscht und Clouds haben sich überlagert. In einer Aufgabe steht manchmal Kim/anderer Name.,2,"Hat am Anfang vergessen, dass es eine AR Applikation ist.",TestedKnowledge|Self-Efficacy|PerceivedKnowledge,FL_26|Demographie,SymbolTrust|SystemTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know8|test_know10|test_know7|test_know1|test_know6|test_know2|test_know3|test_know11|test_know5|test_know4|test_know9,se_intro1|se_test1|se_test2|se_intro2|se5|se4|se2|se7|se3|se10|se12|se9|se8|se6|se11|se1|ac3,gender|ac1|age|edu|employ|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust6|sys_trust7|sys_trust10|sys_trust3|sys_trust1|sys_trust5|sys_trust8|sys_trust12|sys_trust9|sys_trust4|sys_trust11|sys_trust2,sym_trust_into|symb_trust3|symb_trust1|symb_trust4|symb_trust5|symb_trust2,sa_intro|sa5|sa4|sa6|sa2|ac2|sa1|sa3
0,100,8903,1,anonymous,DE,4,5,1,AN14EN9,2,1,"1,2,3","3,4",4,1,"1,2,4",1,1,1,4,"1,3,4","3,4",7,7,-99,4,1,1,1,1,7,4,1,7,4,7,7,1,1,1,34,1,7,1,-99,1,"Amazon Studio, Echo, Smart Bulbs, Smart Plugs",1,3,1,1,1,7,1,1,7,7,7,7,1,1,1,1,3,3,3,1,1,5,1,1,1,1,5,2,Proband hat weitergemacht mit Fragebogen trotz Bedingung,2,Ausschließen,NA,NA,NA,Demographie|FL_17,SafetyAttitude|PerceivedKnowledge|TestedKnowledge|Self-Efficacy|SymbolTrust|SystemTrust,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know6|test_know10|test_know2|test_know5|test_know3|test_know8|test_know11|test_know4|test_know7|test_know9|test_know1,se_intro1|se_test1|se_test2|se_intro2|se10|se5|se4|se8|se7|se3|se2|se6|se9|se1|se11|ac3|se12,age|employ|edu|gender|ac1|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust9|sys_trust3|sys_trust12|sys_trust4|sys_trust8|sys_trust6|sys_trust10|sys_trust5|sys_trust2|sys_trust1|sys_trust7|sys_trust11,sym_trust_into|symb_trust2|symb_trust4|symb_trust5|symb_trust1|symb_trust3,sa_intro|sa4|ac2|sa1|sa2|sa3|sa5|sa6
